name,aorta,gall_bladder,kidney_left,kidney_right,liver,pancreas,postcava,spleen,stomach
BDMAP_A0000001,0.9139962196350098,0.8982800245285034,0.9203788638114928,0.9452401995658876,0.9487025141716005,0.8894915580749512,0.6240232586860657,0.9327531456947328,0.9444088935852052
BDMAP_A0000002,0.9146260619163512,0.8591939210891724,0.937356412410736,0.9558273553848268,0.959891438484192,0.8629648685455322,0.765274167060852,0.9559950232505798,0.9452709555625916
BDMAP_A0000003,0.8916172385215759,,0.9097098112106324,0.937104344367981,0.9644180536270142,0.8723034262657166,0.8318082094192505,0.9626088738441468,0.9329020380973816
BDMAP_A0000004,0.7228606939315796,,0.9184929728507996,0.9060052633285522,0.9651903510093688,0.8665249943733215,0.6995524764060974,0.9631469249725342,0.94582861661911
BDMAP_A0000005,0.8980127573013306,0.8936879634857178,0.916812777519226,0.9087960124015808,0.959404468536377,0.8776271939277649,0.7011292576789856,0.9610475301742554,0.956857979297638
BDMAP_A0000006,0.9087272882461548,,0.918407142162323,0.9502467513084412,0.957871675491333,0.79339200258255,0.762137234210968,0.966818630695343,0.9542772173881532
BDMAP_A0000007,0.8978632092475891,0.7816165685653687,0.9276019334793092,0.9448308944702148,0.9460554718971252,0.8644846677780151,0.8721744418144226,0.9607790112495422,0.940421998500824
BDMAP_A0000008,0.8804673552513123,0.8202413320541382,0.9258818626403807,0.9104992151260376,0.969002902507782,0.8562708497047424,0.856083333492279,0.9547837972640992,0.9470059871673584
BDMAP_A0000009,0.9296748042106628,0.8963293433189392,0.9202638864517212,0.9310128092765808,0.9687278866767884,0.8431944847106934,0.7838793396949768,0.9496158957481384,0.951344072818756
BDMAP_A0000010,0.7356205582618713,0.9065117239952089,0.9313070774078368,0.9332950711250304,0.9663366079330444,0.8648532032966614,0.8722777962684631,0.9529008865356444,0.9565346837043762
BDMAP_A0000011,0.9189926385879515,0.9137958884239196,0.9174782037734984,0.9303637146949768,0.9664231538772584,0.8181854486465454,0.729157030582428,0.951723039150238,0.8564523458480835
BDMAP_A0000012,0.8901681900024414,0.8848186135292053,0.9423621892929076,0.9472939968109132,0.9521902799606324,0.8538778424263,0.8111307621002197,0.9643756747245787,0.9486970901489258
BDMAP_A0000013,0.8100157976150513,,0.9091094732284546,0.937189280986786,0.9730443358421326,0.8213192820549011,0.8336108922958374,0.939728021621704,0.9508756995201112
BDMAP_A0000014,0.905469298362732,,0.8956462740898132,0.5063397884368896,0.7288102507591248,0.0,0.8093801140785217,0.9507349133491516,0.7548490166664124
BDMAP_A0000015,0.908441424369812,0.8939063549041748,0.9160764217376708,0.9143323302268982,0.965557098388672,0.9029783010482788,0.8122187256813049,0.960900068283081,0.933246910572052
BDMAP_A0000016,0.9018670320510864,0.7900389432907104,0.9142605662345886,0.9369176626205444,0.9561416506767272,0.865973174571991,0.6525752544403076,0.9409310221672058,0.9457208514213562
BDMAP_A0000017,0.7075824737548828,0.870480477809906,0.9177250862121582,0.9280905723571776,0.9628714919090272,0.8809124827384949,0.8016635775566101,0.9616311192512512,0.9493167996406556
BDMAP_A0000018,0.8817126750946045,0.5241634845733643,0.9389914274215698,0.9051036238670348,0.9600372314453124,0.486374020576477,0.8623814582824707,0.951346516609192,0.9350664615631104
BDMAP_A0000019,0.923873245716095,0.8147044777870178,0.9028983116149902,0.9572412371635436,0.9601828455924988,0.8215197324752808,0.8146090507507324,0.9608550071716307,0.9564633965492249
BDMAP_A0000020,0.608990490436554,0.9352593421936036,0.8645604848861694,0.8641784191131592,0.9709542989730836,0.8872934579849243,0.6789868474006653,0.95361065864563,0.9475845098495485
BDMAP_A0000021,0.9089190363883972,0.92435485124588,0.9048150181770324,0.9136322736740112,0.9682722687721252,0.8019199967384338,0.8733689785003662,0.9568265676498412,0.93913996219635
BDMAP_A0000022,0.8941940069198608,0.8817247152328491,0.9405599236488342,0.9365191459655762,0.959863007068634,0.7798708081245422,0.7733646035194397,0.9444307088851928,0.8807664513587952
BDMAP_A0000023,0.913025438785553,,0.9361365437507628,0.9494495987892152,0.9502778053283693,0.6067376732826233,0.8138845562934875,0.9575295448303224,0.9515892267227172
BDMAP_A0000024,0.8951911330223083,0.8317264914512634,0.9276095032691956,0.9305400848388672,0.9584658741950988,0.8399844169616699,0.8122074007987976,0.951988399028778,0.9232523441314696
BDMAP_A0000025,0.9113609194755554,0.9070847630500792,0.9161605834960938,0.9259434938430786,0.9633946418762208,0.8624335527420044,0.8160288333892822,0.9496259093284608,0.9546467661857604
BDMAP_A0000026,0.9088830351829528,0.8777377605438232,0.9159354567527772,0.9450197219848632,0.9620202779769896,0.6335986852645874,0.6845850348472595,0.9305671453475952,0.9528472423553468
BDMAP_A0000027,0.8430995941162109,0.9119096994400024,0.9225905537605286,0.927428901195526,0.960579514503479,0.8294898271560669,0.774384617805481,0.9061475396156312,0.932619333267212
BDMAP_A0000028,0.900907039642334,0.8634058833122253,0.9334923624992372,0.9526326656341552,0.95729261636734,0.8926853537559509,0.853653609752655,0.9251851439476012,0.9272515177726746
BDMAP_A0000029,0.9161228537559508,0.7894688844680786,0.8634213805198669,0.9255880117416382,0.9612352252006532,0.8528749346733093,0.8876078128814697,0.9589034914970398,0.9458850026130676
BDMAP_A0000030,0.8955305218696594,,0.9457443356513976,0.952235758304596,0.9589948654174804,0.8571135997772217,0.8102562427520752,0.962399959564209,0.9369961023330688
BDMAP_A0000031,0.9188372492790222,0.8953527212142944,0.943611979484558,0.9493228793144226,0.9712254405021667,0.8881824016571045,0.7881534099578857,0.9593748450279236,0.9451069831848145
