model,organ,contrast_type,25%,Median,75%
nnU-Net U-Net,postcava,Arterial,0.7534791082143784,0.8069382309913635,0.8508239388465881
nnU-Net U-Net,postcava,Venous,0.7971689999103546,0.8440721035003662,0.8768172562122345
nnU-Net U-Net,spleen,Arterial,0.9473837018013,0.957573175430298,0.9647366404533386
nnU-Net U-Net,spleen,Venous,0.9522564262151718,0.9617260694503784,0.9679124802350998
nnU-Net U-Net,stomach,Arterial,0.9288698732852937,0.945802479982376,0.95647394657135
nnU-Net U-Net,stomach,Venous,0.9274359345436096,0.9463005661964417,0.9570893049240112
nnU-Net_ResEncL,aorta,Arterial,0.8368844985961914,0.9002388119697571,0.9186931848526
nnU-Net_ResEncL,aorta,Venous,0.695785403251648,0.7533289194107056,0.8724587559700012
nnU-Net_ResEncL,gall_bladder,Arterial,0.827110767364502,0.8751266002655029,0.9046330749988556
nnU-Net_ResEncL,gall_bladder,Venous,0.8486008197069168,0.8937227129936218,0.920550763607025
nnU-Net_ResEncL,kidney_left,Arterial,0.913726270198822,0.9263069033622742,0.9366113841533661
nnU-Net_ResEncL,kidney_left,Venous,0.9147121012210846,0.9279532432556152,0.9392126202583312
nnU-Net_ResEncL,kidney_right,Arterial,0.9238370060920716,0.936543732881546,0.9471103101968765
nnU-Net_ResEncL,kidney_right,Venous,0.9222969859838486,0.9349620044231415,0.9449460208415985
nnU-Net_ResEncL,liver,Arterial,0.9598174244165419,0.9653007984161377,0.9692617654800415
nnU-Net_ResEncL,liver,Venous,0.9655958861112595,0.9696512222290039,0.9728734791278839
nnU-Net_ResEncL,pancreas,Arterial,0.8139822483062744,0.8508078455924988,0.8749461770057678
nnU-Net_ResEncL,pancreas,Venous,0.834595337510109,0.8665698766708374,0.8872271925210953
nnU-Net_ResEncL,postcava,Arterial,0.7462407052516937,0.8053793907165527,0.8516466319561005
nnU-Net_ResEncL,postcava,Venous,0.7892626523971558,0.8409490585327148,0.8738232254981995
nnU-Net_ResEncL,spleen,Arterial,0.9487274438142776,0.9576883316040039,0.9644120782613755
nnU-Net_ResEncL,spleen,Venous,0.953195571899414,0.9618905782699584,0.9676998853683472
nnU-Net_ResEncL,stomach,Arterial,0.9299851953983307,0.9466463923454284,0.9566420912742615
nnU-Net_ResEncL,stomach,Venous,0.9290024191141129,0.9466970562934875,0.9572461396455765
