name,aorta,gall_bladder,kidney_left,kidney_right,liver,pancreas,postcava,spleen,stomach
BDMAP_A0000001,0.7781891822814941,0.6716352105140686,0.8974367380142212,0.9424246549606324,0.9272179007530212,0.5753511786460876,0.2021976262331009,0.9052672386169434,0.9238499999046326
BDMAP_A0000002,0.6635894775390625,0.3479359149932861,0.9202505350112916,0.9351673126220704,0.9293946027755736,0.5756816267967224,0.2815275192260742,0.880908191204071,0.921343207359314
BDMAP_A0000003,0.6923989653587341,,0.895922064781189,0.9332857728004456,0.9568980932235718,0.488358587026596,0.5678898692131042,0.9300694465637208,0.9225878119468688
BDMAP_A0000004,0.7177545428276062,,0.8899023532867432,0.8600558042526245,0.9507867693901062,0.591759979724884,0.3459796905517578,0.918107271194458,0.9311876893043518
BDMAP_A0000005,0.7394040822982788,0.7332584261894226,0.9002271890640259,0.8907878398895264,0.9432149529457092,0.5861524939537048,0.580701470375061,0.9076002240180968,0.9357226490974426
BDMAP_A0000006,0.4285830855369568,,0.6257679462432861,0.8995646834373474,0.942512571811676,0.4118573367595672,0.1808920800685882,0.9137204885482788,0.9030571579933168
BDMAP_A0000007,0.7195845246315002,0.3805483281612396,0.8838443160057068,0.9326171875,0.937519907951355,0.6016473174095154,0.6637904644012451,0.9517025351524352,0.8885403871536255
BDMAP_A0000008,0.6291356682777405,0.4612621963024139,0.9078276753425598,0.9020681977272034,0.9502302408218384,0.3479085862636566,0.6447396278381348,0.9393839836120604,0.930259883403778
BDMAP_A0000009,0.7098231315612793,0.673943817615509,0.9077026844024658,0.9301829934120178,0.957680344581604,0.4545934498310089,0.6135971546173096,0.9327950477600098,0.8745653629302979
BDMAP_A0000010,0.7203235626220703,0.6113747358322144,0.8808420300483704,0.9004930257797241,0.9545902609825134,0.6011136174201965,0.6300094127655029,0.9512900114059448,0.9399893879890442
BDMAP_A0000011,0.7196965217590332,0.305877149105072,0.911618173122406,0.8844617605209351,0.9302826523780824,0.4740711152553558,0.4255551695823669,0.8565589785575867,0.7885297536849976
BDMAP_A0000012,0.6100370287895203,0.3598136007785797,0.920976459980011,0.9374516606330872,0.9272283315658568,0.4670071899890899,0.5126744508743286,0.891821026802063,0.9080148339271544
BDMAP_A0000013,0.7029159665107727,,0.9103191494941713,0.930698812007904,0.9552618265151978,0.3615994453430176,0.3474505841732025,0.8538407683372498,0.9371973276138306
BDMAP_A0000014,0.733215868473053,,0.8311164379119873,0.8531001806259155,0.6754631996154785,0.0208520982414484,0.4449699819087982,0.9282286763191224,0.6991862058639526
BDMAP_A0000015,0.7556790709495544,0.5678319931030273,0.9157394766807556,0.9097731709480286,0.9507653117179872,0.5833587050437927,0.5327059030532837,0.8915993571281433,0.9221639633178712
BDMAP_A0000016,0.6885917782783508,0.3432950377464294,0.8461703062057495,0.9160903692245485,0.9449390172958374,0.2148734778165817,0.6028342843055725,0.7156415581703186,0.880734384059906
BDMAP_A0000017,0.6607804894447327,0.686397135257721,0.9090858101844788,0.9250692129135132,0.944683849811554,0.5794026255607605,0.647313117980957,0.8474032282829285,0.9238717555999756
BDMAP_A0000018,0.6948863863945007,0.0804306268692016,0.8912630677223206,0.8851093649864197,0.932004451751709,0.0098783606663346,0.5277507901191711,0.9360414743423462,0.7119029760360718
