"algoRow","algoCol","pval","confidenceTier"
"nnU-Net_STU-Net_L","nnU-Net_U-Net",3.24208471494433e-07,"<U+2265>99.99%"
"nnU-Net_U-Net","nnU-Net_U-Net",NA,NA
"nnU-Net_UniSeg","nnU-Net_U-Net",1,"<75%"
"MONAI_LHU-Net","nnU-Net_UniSeg",1,"<75%"
"MONAI_SegVol","nnU-Net_UniSeg",1,"<75%"
"MONAI_Swin_UNETR","nnU-Net_UniSeg",1,"<75%"
"MONAI_UCTransNet","nnU-Net_UniSeg",1,"<75%"
"MONAI_UNEST","nnU-Net_UniSeg",1,"<75%"
"MONAI_UNETR","nnU-Net_UniSeg",1,"<75%"
"Vision_Language_Swin_UNETR_CLIP","nnU-Net_UniSeg",1,"<75%"
"Vision_Language_U-Net_CLIP","nnU-Net_UniSeg",0.999999999999785,"<75%"
"_Diff-UNet","nnU-Net_UniSeg",0.999999999999857,"<75%"
"_MedFormer","nnU-Net_UniSeg",1,"<75%"
"_SAM-Adapter","nnU-Net_UniSeg",1,"<75%"
"nnU-Net_MedNeXt","nnU-Net_UniSeg",1.1385072991774e-95,"<U+2265>99.99%"
"nnU-Net_NexToU","nnU-Net_UniSeg",1,"<75%"
"nnU-Net_ResEncL","nnU-Net_UniSeg",2.731549789444e-82,"<U+2265>99.99%"
"nnU-Net_STU-Net_B","nnU-Net_UniSeg",8.04762881178476e-152,"<U+2265>99.99%"
"nnU-Net_STU-Net_H","nnU-Net_UniSeg",1.84929691004003e-78,"<U+2265>99.99%"
"nnU-Net_STU-Net_L","nnU-Net_UniSeg",2.99337350855697e-106,"<U+2265>99.99%"
"nnU-Net_U-Net","nnU-Net_UniSeg",1.35520005530027e-72,"<U+2265>99.99%"
"nnU-Net_UniSeg","nnU-Net_UniSeg",NA,NA
