name,aorta,gall_bladder,kidney_left,kidney_right,liver,pancreas,postcava,spleen,stomach
BDMAP_A0000001,0.9180935621261596,0.9095482230186462,0.9252536296844482,0.9462290406227112,0.949815571308136,0.8936680555343628,0.5720322728157043,0.936284065246582,0.9434338808059692
BDMAP_A0000002,0.9170339107513428,0.8612864017486572,0.939874827861786,0.9584589600563048,0.9616698622703552,0.8673097491264343,0.7691031694412231,0.9593358039855956,0.9475337862968444
BDMAP_A0000003,0.8822986483573914,,0.9128469228744508,0.93952876329422,0.9643215537071228,0.8770850896835327,0.8366528153419495,0.9671159386634828,0.9252785444259644
BDMAP_A0000004,0.7480663061141968,,0.9212128520011902,0.910493016242981,0.9675939083099364,0.8678140640258789,0.6853265762329102,0.9665407538414,0.9409440755844116
BDMAP_A0000005,0.9103708863258362,0.897163987159729,0.9209377765655518,0.9113004207611084,0.9617771506309508,0.8783562779426575,0.7215421795845032,0.9635889530181884,0.9528269171714784
BDMAP_A0000006,0.911261022090912,,0.9207191467285156,0.9530050158500672,0.9609208703041076,0.8027167916297913,0.6300575137138367,0.9683076739311218,0.9538667798042296
BDMAP_A0000007,0.8235599994659424,0.770418643951416,0.9318379759788512,0.9460523724555968,0.950505554676056,0.8343955874443054,0.8686645030975342,0.9667394161224364,0.9417287707328796
BDMAP_A0000008,0.8877774477005005,0.8353927135467529,0.9321909546852112,0.912944495677948,0.9694650769233704,0.8678900003433228,0.8504464626312256,0.9570739269256592,0.9489802122116088
BDMAP_A0000009,0.932299554347992,0.894927442073822,0.9222188591957092,0.9334375858306884,0.9697216153144836,0.8287611603736877,0.826235294342041,0.9534249901771544,0.9546668529510498
BDMAP_A0000010,0.7444315552711487,0.9090333580970764,0.9350422024726868,0.936303973197937,0.9671973586082458,0.8734762668609619,0.8760681748390198,0.958606481552124,0.9599611163139344
BDMAP_A0000011,0.9250691533088684,0.9204280972480774,0.9190868139266968,0.9225791096687316,0.967879831790924,0.8264864683151245,0.7249141335487366,0.9567558765411376,0.8606345057487488
BDMAP_A0000012,0.8847649693489075,0.8791163563728333,0.9464167356491088,0.9508392214775084,0.9548548460006714,0.9062614440917968,0.8152339458465576,0.9622843861579896,0.9506717920303344
BDMAP_A0000013,0.8296769857406616,,0.9101964831352234,0.9399579167366028,0.9751890301704408,0.8241058588027954,0.8123743534088135,0.944899559020996,0.955447554588318
BDMAP_A0000014,0.9037470817565918,,0.9039361476898192,0.9111699461936952,0.9490850567817688,0.0,0.80060875415802,0.9492661952972412,0.6377041339874268
