"algoRow","algoCol","pval","confidenceTier"
"nnU-Net_STU-Net_B","nnU-Net_STU-Net_H",3.92176251954625e-19,"<U+2265>99.99%"
"nnU-Net_STU-Net_H","nnU-Net_STU-Net_H",NA,NA
"nnU-Net_STU-Net_L","nnU-Net_STU-Net_H",1.19426490207072e-16,"<U+2265>99.99%"
"nnU-Net_U-Net","nnU-Net_STU-Net_H",0.129128021440053,"<U+2265>75%"
"nnU-Net_UniSeg","nnU-Net_STU-Net_H",3.69859382008006e-78,"<U+2265>99.99%"
"MONAI_LHU-Net","nnU-Net_STU-Net_L",3.80953625176713e-194,"<U+2265>99.99%"
"MONAI_SegVol","nnU-Net_STU-Net_L",1.52215285426137e-240,"<U+2265>99.99%"
"MONAI_Swin_UNETR","nnU-Net_STU-Net_L",0,"<U+2265>99.99%"
"MONAI_UCTransNet","nnU-Net_STU-Net_L",0,"<U+2265>99.99%"
"MONAI_UNEST","nnU-Net_STU-Net_L",0,"<U+2265>99.99%"
"MONAI_UNETR","nnU-Net_STU-Net_L",0,"<U+2265>99.99%"
"Vision_Language_Swin_UNETR_CLIP","nnU-Net_STU-Net_L",8.30246185014678e-229,"<U+2265>99.99%"
"Vision_Language_U-Net_CLIP","nnU-Net_STU-Net_L",3.65809148223308e-150,"<U+2265>99.99%"
"_Diff-UNet","nnU-Net_STU-Net_L",9.12066784897847e-145,"<U+2265>99.99%"
"_MedFormer","nnU-Net_STU-Net_L",3.49475189789261e-130,"<U+2265>99.99%"
"_SAM-Adapter","nnU-Net_STU-Net_L",0,"<U+2265>99.99%"
"nnU-Net_MedNeXt","nnU-Net_STU-Net_L",0.235256179302632,"<U+2265>75%"
"nnU-Net_NexToU","nnU-Net_STU-Net_L",3.81896944996172e-230,"<U+2265>99.99%"
"nnU-Net_ResEncL","nnU-Net_STU-Net_L",0.00642652026657458,"<U+2265>99%"
"nnU-Net_STU-Net_B","nnU-Net_STU-Net_L",0.050628279753487,"<U+2265>90%"
"nnU-Net_STU-Net_H","nnU-Net_STU-Net_L",1.19426490207072e-16,"<U+2265>99.99%"
"nnU-Net_STU-Net_L","nnU-Net_STU-Net_L",NA,NA
"nnU-Net_U-Net","nnU-Net_STU-Net_L",6.48416942988866e-07,"<U+2265>99.99%"
"nnU-Net_UniSeg","nnU-Net_STU-Net_L",5.98674701711395e-106,"<U+2265>99.99%"
"MONAI_LHU-Net","nnU-Net_U-Net",6.782686041661e-140,"<U+2265>99.99%"
"MONAI_SegVol","nnU-Net_U-Net",1.22197062184705e-245,"<U+2265>99.99%"
"MONAI_Swin_UNETR","nnU-Net_U-Net",0,"<U+2265>99.99%"
"MONAI_UCTransNet","nnU-Net_U-Net",0,"<U+2265>99.99%"
"MONAI_UNEST","nnU-Net_U-Net",0,"<U+2265>99.99%"
"MONAI_UNETR","nnU-Net_U-Net",0,"<U+2265>99.99%"
"Vision_Language_Swin_UNETR_CLIP","nnU-Net_U-Net",2.48831436184361e-203,"<U+2265>99.99%"
"Vision_Language_U-Net_CLIP","nnU-Net_U-Net",7.36562025151647e-127,"<U+2265>99.99%"
"_Diff-UNet","nnU-Net_U-Net",5.67040991319446e-125,"<U+2265>99.99%"
"_MedFormer","nnU-Net_U-Net",1.01140394791606e-89,"<U+2265>99.99%"
"_SAM-Adapter","nnU-Net_U-Net",0,"<U+2265>99.99%"
"nnU-Net_MedNeXt","nnU-Net_U-Net",0.0747862847635142,"<U+2265>90%"
"nnU-Net_NexToU","nnU-Net_U-Net",1.55753012662301e-221,"<U+2265>99.99%"
"nnU-Net_ResEncL","nnU-Net_U-Net",0.0241700180236215,"<U+2265>95%"
"nnU-Net_STU-Net_B","nnU-Net_U-Net",3.64840879308585e-08,"<U+2265>99.99%"
"nnU-Net_STU-Net_H","nnU-Net_U-Net",0.129128021440053,"<U+2265>75%"
"nnU-Net_STU-Net_L","nnU-Net_U-Net",6.48416942988866e-07,"<U+2265>99.99%"
"nnU-Net_U-Net","nnU-Net_U-Net",NA,NA
"nnU-Net_UniSeg","nnU-Net_U-Net",2.71040011060053e-72,"<U+2265>99.99%"
"MONAI_LHU-Net","nnU-Net_UniSeg",2.0499347088493e-28,"<U+2265>99.99%"
"MONAI_SegVol","nnU-Net_UniSeg",1.06884950529653e-117,"<U+2265>99.99%"
"MONAI_Swin_UNETR","nnU-Net_UniSeg",0,"<U+2265>99.99%"
"MONAI_UCTransNet","nnU-Net_UniSeg",1.15664639900234e-185,"<U+2265>99.99%"
"MONAI_UNEST","nnU-Net_UniSeg",2.42129178311866e-239,"<U+2265>99.99%"
"MONAI_UNETR","nnU-Net_UniSeg",0,"<U+2265>99.99%"
"Vision_Language_Swin_UNETR_CLIP","nnU-Net_UniSeg",2.00824846721849e-56,"<U+2265>99.99%"
"Vision_Language_U-Net_CLIP","nnU-Net_UniSeg",4.30817621100148e-13,"<U+2265>99.99%"
"_Diff-UNet","nnU-Net_UniSeg",2.86415629569193e-13,"<U+2265>99.99%"
"_MedFormer","nnU-Net_UniSeg",2.0101794322479e-23,"<U+2265>99.99%"
"_SAM-Adapter","nnU-Net_UniSeg",0,"<U+2265>99.99%"
"nnU-Net_MedNeXt","nnU-Net_UniSeg",2.27701459835481e-95,"<U+2265>99.99%"
"nnU-Net_NexToU","nnU-Net_UniSeg",5.38232514376179e-68,"<U+2265>99.99%"
"nnU-Net_ResEncL","nnU-Net_UniSeg",5.463099578888e-82,"<U+2265>99.99%"
"nnU-Net_STU-Net_B","nnU-Net_UniSeg",1.60952576235695e-151,"<U+2265>99.99%"
"nnU-Net_STU-Net_H","nnU-Net_UniSeg",3.69859382008006e-78,"<U+2265>99.99%"
"nnU-Net_STU-Net_L","nnU-Net_UniSeg",5.98674701711395e-106,"<U+2265>99.99%"
"nnU-Net_U-Net","nnU-Net_UniSeg",2.71040011060053e-72,"<U+2265>99.99%"
"nnU-Net_UniSeg","nnU-Net_UniSeg",NA,NA
